creator_clean,gender,birth_year,match_status
Karl Suschnik,male,1890,matched
Karl Ludwig Hassmann,male,1869,matched
Franz Wilhelm Jäger,unknown,,not_found
Friedrich Radler,male,1876,matched
Maximilian Reinitz,male,1872,matched
Max Kahrer,male,1878,matched
Ena Rottenberg,female,1893,matched
Ignaz Pötsch,male,1884,matched
Carl Moritz Cammerloher,male,1882,matched
Eduard Zetsche,male,1844,matched
Adolf Kaufmann,male,1848,matched
Ernestine von Hüttenbrenner,female,1874,matched
Eduard Ameseder,male,1856,matched
Josef Wawra,male,1893,matched
Richard Kaiser,male,1935,matched
Ernst Graner,male,1865,matched
Franz Wiegele,male,1965,matched
Václav Malý,male,1950,matched
Julius Ullmann,male,1861,matched
Thomas Leitner,male,1876,matched
Ferdinand Kitt,male,1887,matched
Theo Champion,male,1887,matched
Jehudo Epstein,male,1870,matched
Franz Ignaz Peter Gruber,unknown,,not_found
Friedrich Klein-Chevalier,male,1861,matched
Eduard Adrian Dussek,male,1871,matched
Jindřich Tomec,male,1863,matched
Otto Hettner,male,1875,matched
Carl Max Müller,unknown,,not_found
Theodor Josef Ethofer,male,1849,matched
Hermann Grom-Rottmayer,male,1877,matched
Carl Gödel,male,1870,matched
Monogrammist A. G.,unknown,,not_found
Viktor Stauffer,male,1852,matched
Hubert Landa,male,1870,matched
Kasimierz Pochwalski,unknown,,not_found
Josefine Wawra,unknown,,not_found
Ernst Riederer,male,1868,matched
Willy ter Hell,male,1883,matched
Marie Olga Brand-Krieghammer,unknown,,not_found
Emil Ernst Heinsdorff,male,1887,matched
Ludwig Wieden,male,1869,matched
László Mattyasovszky-Zsolnay,male,1885,matched
#Gyula_Éder_Künstler/in,unknown,,not_found
Heinrich Rauchinger,male,1858,matched
Jószef Arpád Koppay Baron von Drétoma,unknown,,not_found
Carola Nahowska,female,1877,matched
Alfred Poell,male,1900,matched
Johann Nepomuk Geller,male,1860,matched
Wilhelm Dachauer,male,1881,matched
Rudolf Jettmar,male,1869,matched
Jakob Koganowsky,male,1874,matched
Anton Kolig,unknown,,not_found
Anton Faistauer,male,1887,matched
Zygmunt von Ajdukiewicz,unknown,,not_found
Ulrich Hübner,male,1872,matched
Kazimierz Sichulski,male,1879,matched
Ivan Grohar,male,1867,matched
Mariza Büngener,unknown,,not_found
Vlaho Bukovac,male,1855,matched
Jacek Hyacinth Malczewski,unknown,,not_found
Max Liebermann,male,1847,matched
Max Slevogt,male,1868,matched
Julius Victor Berger,male,1850,matched
Rudolf Wacker,male,1893,matched
Karl Friedrich Gsur,male,1871,matched
Henri Victor Gabriel Le Fauconnier,unknown,,not_found
Franz von Matsch,male,1861,matched
Karl Huck,male,1876,matched
Olga Wisinger-Florian,female,1844,matched
John Quincy Adams,male,1874,matched
Hans Looschen,male,1859,matched
Emil Orlik,male,1886,matched
E. Bieber,unknown,,not_found
Gustaf Fjæstad,male,1868,matched
Ferdinand Hodler,male,1853,matched
Lovis Corinth,male,1858,matched
Max Beckmann,male,1884,matched
Lotte Sykora,unknown,,not_found
#Chéri_Chérin_Künstler/in,unknown,,not_found
L'incomparable Banza Nkulu,unknown,,not_found
"Corazza, Alberto",male,1930,matched
Gerald McMaster,male,1953,matched
"Schloss Ambras, Innsbruck",unknown,,not_found
Tazeen Qayum,unknown,,not_found
#Bwalya_Dominique_Künstler/in,unknown,,not_found
Karl Mader,male,1884,matched
#Krpata_Margit_Z_Beitragende/r,unknown,,not_found
#Ali_Raza_Künstler/in,unknown,,not_found
Chang Xuan,male,651,matched
Johan Baptista van Uther,male,1550,matched
Jacopo Robusti Tintoretto,unknown,,not_found
Lucas Cranach,male,1515,matched
Abraham Schöpfer,male,,matched
Lucas Cranach d.ä.,unknown,,not_found
Frans Boels,male,1555,matched
Cornelis Cornelisz. van Harlem,unknown,,not_found
Okänd,unknown,,not_found
Jan Massys,male,1509,matched
Monogrammisten A.O.,unknown,,not_found
Lambert Ryckx,male,1510,matched
Steven van der Meulen,male,,matched
Mäster Hillebrandt,male,,matched
Alessandro Maganza,male,1556,matched
Nicholas Hilliard,male,1547,matched
Gillis Mostaert d.ä.,unknown,,not_found
Gaspar Patavinus,unknown,,not_found
Constantius,male,250,matched
Jan van Hemessen,male,1500,matched
Gerrit Houckgeest,unknown,,not_found
Salomon de Bray,male,1597,matched
Abraham Hondius,male,1631,matched
Bartholomeus Breenbergh,male,1598,matched
"Willem, Claesz Heda",unknown,,not_found
Salomon Koninck,male,1609,matched
Johann Heinrich Roos,male,1631,matched
Jan Vonck,male,1631,matched
Johann Rottenhammer,unknown,,not_found
Laurence Neter,unknown,,not_found
Martinus Nellius,male,1621,matched
Jan van Goyen,male,1596,matched
Abraham Speeck,male,1586,matched
Chen Yuansu,male,,matched
"Shunzhi-kejsaren, den förste kejsaren av Qing-dynastin",unknown,,not_found
Hong Ren,male,1610,matched
Kuncan,unknown,,not_found
Song Xu,male,1525,matched
Li Liufang,male,1575,matched
Cheng Zhenggui,unknown,,not_found
Cheng Jiasui,male,1565,matched
"Chang Hung, Zhang Hong",unknown,,not_found
"Klöcker von Ehrenstrahl, David",unknown,,not_found
Dong Qichang,male,1555,matched
Esaias van de Velde,male,1587,matched
Jan Griffier,male,1652,matched
Salomon van Ruysdael,male,1602,matched
Elias Figenschou,male,1600,matched
Holger Hansson,male,1927,matched
David Klöcker Ehrenstrahl,male,1629,matched
Georg Günther Kraill von Bemeberg,male,1584,matched
Matthaeus Merian,male,1621,matched
David Richter,male,1661,matched
Karel van Mander,male,1548,matched
Johan Werner,male,1950,matched
Claude Lefebvre,male,1931,matched
Martin Meijtens d.ä.,unknown,,not_found
Anselm van Hulle,male,1601,matched
Isak Isacsz,unknown,,not_found
Adriaen Jansz. van Ostade,unknown,,not_found
Frans II Francken,male,1581,matched
Cornelis Bega,male,1631,matched
"Claes ""Nicolaes"" Pietersz. Berchem",unknown,,not_found
Jan Liewens,unknown,,not_found
Claes Cornelisz Moeyaert,unknown,,not_found
Adriaen van Nieulandt,male,1587,matched
Ambrosius Bosschaert d.ä.,unknown,,not_found
Isaac van Ostade,male,1621,matched
Jan Weenix,male,1642,matched
Peter Binoit,male,1590,matched
Paul Moreelse,unknown,,not_found
Johannes Verspronck,unknown,,not_found
Cornelis van der Voort,male,1576,matched
Michiel Mierevelt,unknown,,not_found
David von Krafft,male,1655,matched
Beata Sparre,female,1662,matched
Abraham Wuchters,male,1608,matched
Giovanni Battista Recco,male,1615,matched
Jan Cornelisz. van Loenen,male,1590,matched
Johan Aureller d.ä.,unknown,,not_found
Martin Mijtens d.ä.,unknown,,not_found
Rembrandt Harmensz. van Rijn,unknown,,not_found
Constantin Verhout,male,1650,matched
Bernardino Mei,male,1612,matched
Paulus Bor,male,1601,matched
Justus van Egmont,male,1602,matched
Pieter Fransz. de Grebber,unknown,,not_found
Jusepe de Ribera,male,1591,matched
Nils Stare,unknown,,not_found
Erik Utterhielm,male,1662,matched
John Hoskins d.y.,unknown,,not_found
Cornelius Arendtz,male,1610,matched
Matthäus Merian d.y.,unknown,,not_found
David Sadewasser,male,1640,matched
Richard Sylvius,male,,matched
Michiel Jansz. van Mierevelt,male,1566,matched
David Frumerie,male,1641,matched
Arie de Vois,unknown,,not_found
Marten de Cock,male,1578,matched
Matthäus Merian d.ä.,unknown,,not_found
I L,unknown,,not_found
Jacob Heinrich Elbfas,male,1600,matched
Willem van Honthorst,male,1594,matched
R. Granberg,male,,matched
Monogrammisten H.R.,unknown,,not_found
Drottning Ulrika Eleonora d.ä.,unknown,,not_found
Andreas von Behn,male,1650,matched
Monogrammist I.S.,unknown,,not_found
Herman Blodistel,unknown,,not_found
Bernard Vaillant,male,1632,matched
Paul van Somer,male,1577,matched
Arent Lamprechtz,unknown,,not_found
Salomon Duarte,male,1617,matched
Ludwig Weyandt,male,1700,matched
Herman Wiebe,male,,matched
Sybrand van Beest,male,1610,matched
Johan Johansson Werner d.ä.,unknown,,not_found
Peter van den Velde,male,1634,matched
Andrea Scacciati,male,1642,matched
Friedrich Christoph Steinhammer,male,,matched
Toussaint Gelton,male,1630,matched
Carl Ruthart,unknown,,not_found
David Teniers d.y.,unknown,,not_found
Jochim Neiman,male,1600,matched
Jan Anthonisz. van Ravesteyn,unknown,,not_found
Pierre Signac,male,1624,matched
Arvid von Karlsteen,unknown,,not_found
Peder Rublagh,male,,matched
Servaes Kock,unknown,,not_found
Remmert Petersen,male,1575,matched
Anders Ulich,male,,matched
David Beck,male,1893,matched
Horatius de Hooch,male,1700,matched
Laurens Barata,male,,matched
T. Filoque,male,,matched
Caspar Kenckel,unknown,,not_found
Antoine Pierre Patel,unknown,,not_found
David Richter d.y.,unknown,,not_found
Jan Dirven,male,1615,matched
Peeter Meulener,unknown,,not_found
Peter Raemsdorf,male,1606,matched
Alexander Sanders,male,1926,matched
Jacob van der Doort,unknown,,not_found
Michiel van Musscher,male,1645,matched
Jan Bruegel d.ä.,unknown,,not_found
Peeter Neeffs d.ä.,unknown,,not_found
Hendrick van der Burch,male,1627,matched
Lucas Vorsterman d.ä.,unknown,,not_found
Jacques D' Agar,unknown,,not_found
Christina Arvids Dotter,female,,matched
Anton Stevens,male,1618,matched
Elias Brenner,male,1647,matched
Cornelis Picolet,male,1626,matched
Paul Pontius,unknown,,not_found
Heyndrick Withouc,unknown,,not_found
Alexander Cooper,male,1609,matched
Johann Weidner,male,1628,matched
Sigismund Vogel,unknown,,not_found
Jeremias Falck,male,1610,matched
Johann Philip Lemke,unknown,,not_found
Claude Vignon,male,1593,matched
William Wissing,unknown,,not_found
Isaack Luttichuys,male,1616,matched
Friedrich Brentel,male,1580,matched
Simon Peter Tilemann,male,1601,matched
Cornelis van der Meulen,male,1642,matched
Dirck Hals,male,1591,matched
Pieter Codde,male,1599,matched
Juriaen Ovens,unknown,,not_found
Amalia Wilhelmina von Königsmarck,female,1663,matched
Lukas Vorsterman,unknown,,not_found
Jan de Baen,male,1633,matched
Servatius Cocus,unknown,,not_found
Georg Hainz,male,1666,matched
Pieter Pietersz. Lastman,unknown,,not_found
Anthonis Leemans,unknown,,not_found
Ottmar Elliger,male,1633,matched
Cesar Boetius van Everdingen,unknown,,not_found
Bartholomeus van Bassen,male,1590,matched
Benjamin Gerritsz Cuyp,male,1612,matched
Pieter Danckerts de Rij,male,1605,matched
Nicolaes Moeyaert,male,1592,matched
Adriaen van Utrecht,male,1599,matched
Richard Brakenburgh,male,1650,matched
Jan Fyt,male,1611,matched
Abraham Bloemaert,male,1565,matched
Joost Cornelisz. Droochsloot,male,1586,matched
Adriaen Pietersz van de Venne,male,1589,matched
Isaack van Ostade,unknown,,not_found
Eglon Hendrik van der Neer,unknown,,not_found
Willem van Aelst,male,1627,matched
David Casparsson Kohl,male,1628,matched
Bartholomeus van der Helst,male,1613,matched
Quiringh Gerritsz. van Brekelenkam,unknown,,not_found
Adriaen van de Velde,male,1636,matched
Pieter Faes,male,1750,matched
Franz Roos,male,1672,matched
"Martin, Elias",male,1739,matched
"Roslin, Alexander",male,1718,matched
"Scheffel, J.H.",unknown,,not_found
"Giugno, I. S.",unknown,,not_found
Shen Quan,male,1682,matched
"Ipsen, Paul",male,1746,matched
"Martin, Elias [osäkert]",unknown,,not_found
Bian Shoumin,male,1684,matched
"Bruun, Johan Jacob",male,1715,matched
Jiang Jixi,female,,matched
Li Jian,male,650,matched
A Göets,unknown,,not_found
Hans Georg Müller,male,1650,matched
Lars Bolander,male,1732,matched
Alexander Roslin,male,1718,matched
Lorens Pasch d.y.,unknown,,not_found
Johan Starbus,male,1679,matched
Francois Boucher,unknown,,not_found
Georg Desmarrées,unknown,,not_found
Johan Henric Scheffel,unknown,,not_found
Jakob Biörck,unknown,,not_found
Gabriel Orm,male,1707,matched
Catharina Backer,female,1689,matched
Carl Hofverberg,male,1695,matched
Rörstrands Porslinsfabrik,unknown,,not_found
Carl Fredrik von Breda,unknown,,not_found
Willem van Mieris,male,1662,matched
Johan David Schwarz,unknown,,not_found
Oberdorff,unknown,,not_found
Johan Joachim Streng,male,1703,matched
Anders Eklund,male,1965,matched
Isac Nathan,male,,matched
Claude-François Desportes,male,1695,matched
Martin van Meytens d.y.,unknown,,not_found
Carl Gustav Pilo,unknown,,not_found
Per Krafft d.ä.,unknown,,not_found
Edvard Orm,male,1670,matched
Johan Henrik Scheffel,male,1690,matched
Johan Heinrich Wedekind,unknown,,not_found
Johann Baptist Lampi d.ä.,unknown,,not_found
David Kock,male,1675,matched
Nils Schillmark,male,1745,matched
Anne Vallayer-Coster,female,1744,matched
Georg Engelhard Schröder,male,1684,matched
Louis Gauffier,male,1762,matched
Louis Tocqué,male,1696,matched
François LeMoyne,unknown,,not_found
Jens Juel,male,1745,matched
Adolf Ulrik Wertmüller,male,1751,matched
Jean-Baptiste Oudry,male,1686,matched
David von Cöln,male,1689,matched
Erik Hallblad,male,1720,matched
Daniel Woge,male,1717,matched
Martin Scheffel,male,1729,matched
Jean Hugues Taraval,unknown,,not_found
Johan Sevenbom,male,1721,matched
Méreaud,unknown,,not_found
Jacob Axel Gillberg,male,1769,matched
Benjamin Patersen,male,1750,matched
Ernst Johan Mellin,male,1674,matched
Lorenzo Gramiccia,male,1702,matched
Johann Friedrich von Grooth,unknown,,not_found
Herman Hendrik Quiter d.y.,unknown,,not_found
Georg Desmarées,male,1697,matched
Lorens Pasch d.ä.,unknown,,not_found
Johan N Cramer,male,,matched
Arvid Lundbäck,male,1752,matched
Johan Tietrich Schoultz,male,1754,matched
Eric Utterhielm,unknown,,not_found
Abraham Schock,unknown,,not_found
Hans Jacob Schrader,male,1718,matched
Carl Viertel,unknown,,not_found
Pierre-Louis Bouvier,male,1765,matched
Carl Gustaf Cronhiort,unknown,,not_found
Martin Rudolf Heland,male,1765,matched
Louis Marie Sicard,male,1746,matched
Peter Adolf Hall,male,1739,matched
Anton Ulrik Berndes,male,1757,matched
Carl Gustaf Gillberg,male,1774,matched
Alexander Kestman,unknown,,not_found
Anna Rosina Lisiewska,unknown,,not_found
Georg David Matthieu,male,1737,matched
Johan David Swartz,male,1678,matched
Magnus Quiter,unknown,,not_found
Johann Heinrich von Hurter,male,1734,matched
Johan Fredrik Hörling,male,1718,matched
Jonas Hoffman,male,1728,matched
Per Fjellström,male,1719,matched
Ernestine von Grisheim,female,1707,matched
Pehr Hilleström d.ä.,unknown,,not_found
Albrecht B. Kreckel,male,,matched
C H Beer,unknown,,not_found
Lorentz Svensson Sparrgren,male,1763,matched
Gustaf Torshell,male,1681,matched
Christian Richter,male,1978,matched
Fredrik Philip Klingspor,unknown,,not_found
Isaac Wacklin,unknown,,not_found
C.F. von Cöln,unknown,,not_found
Philip van Dyck,unknown,,not_found
Carl Fredrich Brander,male,1705,matched
Alexander Meurling,male,1730,matched
Henrik August Ankarcrona,male,1831,matched
T. Xavery,unknown,,not_found
Ignazio Pio Vittoriano Campana,unknown,,not_found
Pehr Nordquist,unknown,,not_found
Pierre Jacques Volaire,unknown,,not_found
Jakob Björck,male,1727,matched
Philip Thelott d.y.,unknown,,not_found
Erik Sparre,male,1665,matched
Pierre-Antoine de Machy,unknown,,not_found
Niclas Lafrensen d.ä.,unknown,,not_found
Johann Gottlieb Jannasch,male,,matched
Wilhelm Andreas Müller,male,1733,matched
Johan Erik Bolinder,male,1768,matched
Hans Christian Orning,male,1722,matched
Georg Jonas von Wright,unknown,,not_found
Hans Heinrich Plötz,unknown,,not_found
Carl Fredrik Swan,male,1708,matched
Johan Klopper,male,1972,matched
Georg.Tillskriven. Weissman,unknown,,not_found
Jacob Coopman,male,1689,matched
Johann Heinrich Schmidt,male,1757,matched
Joseph Hickel,male,1736,matched
Franzisco Paletta,male,,matched
Johan Pasch d.ä.,unknown,,not_found
Giovanni Battista Busiri,male,1698,matched
Bénigne Gagneraux,male,1756,matched
Erik Gustaf Béron,male,1748,matched
Jaques-Antoine-Marie Lemoine,unknown,,not_found
Jacob Spornberg,male,1768,matched
Carl Gustaf Klingstedt,unknown,,not_found
Magnus Stenbock,male,1665,matched
Johann Harper,male,1688,matched
Axel Sparre,male,1652,matched
"Roth, Martin David",male,1768,matched
David Le Clerc,male,,matched
Antoine Vestier,male,1740,matched
Prins Maximilian,unknown,,not_found
Olof Arenius,male,1700,matched
Jonas Forsslund,male,1754,matched
Penelope Carwardine,female,1730,matched
Carl Didrik Ehrenpreus,unknown,,not_found
Per Krafft d.y.,unknown,,not_found
Jacques Beys,male,,matched
Giuseppe Bonito,male,1707,matched
Wilhelmina Krafft,female,1778,matched
Jean Antoine Mussard,male,1707,matched
Johan Richter,male,1665,matched
Pierre Parrocel,male,1670,matched
Ulrica Fredrica Pasch,unknown,,not_found
Johan Lundberg,male,1960,matched
Antoine Pesne,unknown,,not_found
Donat Nonotte,unknown,,not_found
Giovanni Domenico Bossi,male,1767,matched
Gustaf Lundberg,male,1695,matched
Lars W Herlin,unknown,,not_found
Cornelius Höyer,unknown,,not_found
Hubert Robert,male,1733,matched
Arnold Boonen,male,1669,matched
Richard Cosway,male,1742,matched
Andrew Plimer,male,1763,matched
Jean-Baptiste Perronneau,male,1715,matched
Michael Dahl d.ä.,unknown,,not_found
Elias Martin,male,1739,matched
Louis Jean Desprez,male,1743,matched
Louis-François Cassas,male,1756,matched
Johan Stålbom,male,1712,matched
Jacques Thouron,male,1749,matched
Joachim Kändler,unknown,,not_found
Jean Siméon Chardin,male,1699,matched
Dautte,unknown,,not_found
Johan Fredrik Martin,male,1755,matched
François Desportes,male,1661,matched
Balthasar van den Bosch,male,1518,matched
Pieter Angelis,unknown,,not_found
Charles-Joseph Natoire,male,1700,matched
Jean-Baptiste Le Prince,male,1734,matched
Mathys Ignatius van Bree,unknown,,not_found
Giacomo Raffaelli,male,1753,matched
Niclas Lafrensen d.y.,unknown,,not_found
Hendrik Frans van Lint,male,1684,matched
Jakob Axel Gillberg,male,1769,matched
Pompeo Batoni,male,1708,matched
Jakob Philipp Hackert,male,1737,matched
Angelica Kauffmann,female,1741,matched
Louis Lagrenée d.ä.,unknown,,not_found
Pieter van Bloemen,male,1657,matched
Jonas Forslund,unknown,,not_found
Meissen Porzellanmanufaktur,unknown,,not_found
Manon Bunel f. Buteux,unknown,,not_found
Philippe-Jacques Loutherbourg d.y.,unknown,,not_found
Élisabeth Louise Vigée-Lebrun,unknown,,not_found
"Richter, Carl Fredrik",male,1782,matched
"Römer, M. P.",unknown,,not_found
"Larson, Marcus",male,1825,matched
"Zoll, Kilian",male,1818,matched
"Westergren, Magnus",male,1844,matched
"Krammer, Josef",male,1967,matched
"Westergren, Magnus [osäkert]",unknown,,not_found
"Fahlcrantz, Carl Johan",male,1774,matched
"Lundgren, Marie",unknown,,not_found
"Lindhberg, Per",male,1785,matched
"Kiesewetter, Wilhelm",male,1853,matched
Tani Buncho,unknown,,not_found
"Bennet, Carl Stefan",male,1800,matched
"Bokelund, Jonas",unknown,,not_found
"Blommér, Nils Jakob",unknown,,not_found
"Carpelan, Wilhelm",male,1700,matched
"Roos, L. H.",unknown,,not_found
"Gillberg, Jacob Axel",male,1769,matched
"Breda, Carl Fredrik von",unknown,,not_found
"Hanell, Carl",male,1798,matched
"Köhler, Per",male,1784,matched
"Gillberg, Jacob , Axel",unknown,,not_found
Francke,unknown,,not_found
Karl Vilhelm Nordgren,unknown,,not_found
Olof Johan Södermark,male,1790,matched
Carl Stefan Bennet,male,1800,matched
Per Krafft,male,1724,matched
P Lindberg,unknown,,not_found
Francois Pascal Simon Gérard,unknown,,not_found
Rudolf Asel,unknown,,not_found
Henrik Teodor Lundh,unknown,,not_found
Fredrik Westin,male,1971,matched
Emile Mascre,unknown,,not_found
Johan Henckels färgeri,unknown,,not_found
Nils Andersson,male,1887,matched
Johan Deshington,male,1810,matched
Nils Asplund,male,1874,matched
Ludvig August Smith,male,1820,matched
Johan Gustaf Sandberg,male,1782,matched
Johan Gustaf Wäström,male,1760,matched
Johan Christian Berger,unknown,,not_found
Carl Wilhelm Nordgren,unknown,,not_found
Simon Jacques Rochard,male,1788,matched
Olof Södermark,male,1790,matched
John Rosendahl,male,1891,matched
Emile Mascré,unknown,,not_found
Carl Gustav Carus,male,1789,matched
Knud Baade,male,1808,matched
Pehr Hörberg,male,1746,matched
Christian Albrecht Jensen,male,1792,matched
In Görbitz,unknown,,not_found
Nils Blommér,male,1816,matched
Jean-Auguste-Dominique Ingres,male,1780,matched
Alexander Lauréus,male,1783,matched
Fredric Westin,male,1782,matched
L Fertbauer,unknown,,not_found
Carl Peter Mazer,male,1807,matched
Carl Gustav Plagemann,unknown,,not_found
Axel Johan Fägerplan,male,1788,matched
Lars Hansen,male,1954,matched
Per Wickenberg,male,1812,matched
Leonard Henrik Roos af Hjelmsäter,male,1787,matched
Per Johan Arborelli,unknown,,not_found
Louis Belanger,male,1756,matched
Uno Troili,male,1815,matched
Alexis Wetterbergh,male,1816,matched
Pehr Köhler,male,1784,matched
Per Södermark,male,1863,matched
Werner Greve,male,1952,matched
Carl Isak Rylander,male,1779,matched
Carl Fredrik Vougt,male,1861,matched
Hilda L.,unknown,,not_found
Anders Gustaf Andersson,male,1780,matched
Liepmann Fraenckel,male,1772,matched
Carl Christian Furuträd,male,1764,matched
Samuel Anderson,male,1929,matched
Salomon Hofling,male,1779,matched
Johan Way,male,1792,matched
Otto Wallgren,male,1795,matched
Erik Wahlbergson,male,1808,matched
Pehr Berggren,male,1792,matched
Joseph Magnus Stäck,male,1812,matched
Egron Lundgren,male,1815,matched
Franz Seraph Stirnbrand,male,1796,matched
Herman von Stahl,male,1802,matched
Erik Vilhelm Le Moine,unknown,,not_found
Catherine-Marie Roos af Hjelmsäter,unknown,,not_found
Samuel Wilander,male,1779,matched
Johannes Möller,male,1981,matched
Niklas Danielsson Hagelberg,unknown,,not_found
Eric Reuterborg,male,1786,matched
Niklas Leffler,male,1775,matched
Herman Casselle,male,1771,matched
Jean-Pierre Menuisier,male,1783,matched
Matthias Stoltenberg,unknown,,not_found
Wilhelm Wohlfahrt,male,1812,matched
Anders Eriksson,male,1975,matched
Thorald Læssøe,male,1816,matched
Justinian Nicolas Clary,male,1816,matched
August Lindholm,unknown,,not_found
Edvard de Ron,unknown,,not_found
Peter Magnus Billman,male,1785,matched
Wilhelm Marstrand,male,1810,matched
Johan Gustaf Köhler,male,1803,matched
Thomas Hargreaves,male,1775,matched
Gustav H. von Düben,male,1777,matched
Alexander Wetterling,male,1796,matched
Hjalmar Mörner,male,1794,matched
Claude Alexandre Belin,male,,matched
J Kriehuber,unknown,,not_found
Anna Beata af Kleen,female,1813,matched
J. Lecourt,male,,matched
Frederick Cruickshank,male,1800,matched
Jonas Emanuel Roos af Hjelmsäter,male,1791,matched
Elise Arnberg,female,1826,matched
François Dumont,male,1751,matched
Friedrich Weise,male,1775,matched
Axel Fredrik Cederholm,male,1780,matched
Giuseppe Rota,male,1720,matched
Eric Magnusson Sohm,male,1757,matched
Pehr Lindhberg,male,1785,matched
Henri Benner,male,1776,matched
Arvid Erik Elis Drake af Hagelsrum,unknown,,not_found
Carl Johan Brummer,male,1814,matched
"Lehman, Carl Peter",unknown,,not_found
William Egley,male,1798,matched
L Fischer,unknown,,not_found
C. Hofgren,unknown,,not_found
Bengt Nordenberg,male,1822,matched
Georg Kordik,male,1820,matched
William Wood,male,1745,matched
Christen Købke,male,1810,matched
Thomas Fearnley,male,1802,matched
Johan Niklas Byström,unknown,,not_found
Johan Henrik Rydingsvärd,unknown,,not_found
Jean François Soiron,male,1756,matched
Emanuel Limnell,unknown,,not_found
Louis Asher,male,1804,matched
Jørgen Roed,male,1808,matched
Sophie Adlersparre,female,1808,matched
Isak W Tegner,unknown,,not_found
Carl Johan Fahlcrantz,male,1774,matched
Gustaf Wilhelm Palm,male,1810,matched
Johan August Anckarswärd,unknown,,not_found
Louis Marie Autissier,unknown,,not_found
Félicie Watteville,unknown,,not_found
Johan Thomas Lundbye,male,1818,matched
William Charles Ross,male,1794,matched
Martinus Rørbye,male,1803,matched
Christian Ezdorf,male,1801,matched
Thomas Wright,male,,matched
Haufstängl,unknown,,not_found
Ballagry,unknown,,not_found
J Cardon,unknown,,not_found
Christoffer Wilhelm Eckersberg,male,1783,matched
René Théodore Berthon,male,1776,matched
Franz Gerhard von Kügelgen,unknown,,not_found
Kristian Didrik Forssell,unknown,,not_found
Johan Christian Dahl,male,1788,matched
Georg von Rosen,male,1843,matched
Albert Blombergsson,male,1810,matched
Eleonora Hennig Lindström,unknown,,not_found
Adolph Tidemand,male,1814,matched
Johan von Holst,male,1774,matched
Blanca Ritz von Voigts-Rhetz,unknown,,not_found
Ad. Poinsignon,unknown,,not_found
Albert Blombergson,unknown,,not_found
“Axel” Nay,unknown,,not_found
Adolf Nordling,unknown,,not_found
Julius Kronberg,male,1850,matched
"Hoppner, F.",unknown,,not_found
"Nelson, Walfrid",unknown,,not_found
"Borg, Augusta",female,1826,matched
"Bille, Carl Ludwig",unknown,,not_found
"Forsberg, Nils",male,1842,matched
"Trapp, Gisela, Henckel, Gisela",unknown,,not_found
"Wentegodt, Peter Olson",unknown,,not_found
"Rydbeck, Jöns Elo",male,1827,matched
"Kallenberg, Anders",male,1834,matched
"Nilson, Carl",unknown,,not_found
"Arsenius, Georg",unknown,,not_found
"Kulle, Axel",male,1846,matched
"Brink, Edvin Johan",unknown,,not_found
"Nelson, Paul",male,1895,matched
"Benedictsson, Victoria Maria",unknown,,not_found
"Frimodt, Johanne",unknown,,not_found
"Okänd [dep. konst], Nelson, Paul [troligen]",unknown,,not_found
"Knutson, Johan",male,1816,matched
"Mårtensson, Jöns",male,1855,matched
"Billing, Theodor",unknown,,not_found
"Keyser, Elisabeth",female,1851,matched
"Tudgay, Frederick, Tudgay, John",unknown,,not_found
"Krumlinde, Olof",male,1856,matched
"Ellival, Xavier",unknown,,not_found
"Hoffer, Olof",unknown,,not_found
"Cederström, Gustaf",male,1845,matched
"Curman, Vendela [?], Wendela",unknown,,not_found
"Skånberg, Carl",male,1850,matched
"Kallstenius, Gottfrid",male,1861,matched
okänd,unknown,,not_found
"Nilsson, Carl",male,1859,matched
"Berger, Johan",male,1938,matched
"Beckman, Augusta",unknown,,not_found
Müller [troligt],unknown,,not_found
Nordenberg Bengt,unknown,,not_found
"Mouette, I.",unknown,,not_found
"Ramberg, Gustaf",male,1865,matched
"Engblad, Th.",unknown,,not_found
"Schjerfbeck, Helene",female,1862,matched
"Sjöström, Lars Petter",male,1820,matched
"Baagøe, Carl",male,1829,matched
Pettersen,unknown,,not_found
"Lindblad, Viktor",male,1862,matched
Kamata Ritci,unknown,,not_found
"Hammarlund, Wilhelm",unknown,,not_found
"Almér, August",unknown,,not_found
"Gegerfelt, Wilhelm von",male,1844,matched
Montan Anders Olsson,unknown,,not_found
"Jolin, Ellen",female,1854,matched
"Gyokuransai Sai Sadahide, Utagawa Sadahide, Hashimoto, Gountei Sadahide",unknown,,not_found
"Callmander, Carl Reinhold",unknown,,not_found
"Birger, Hugo",male,1854,matched
"Olsen, Christian",male,1983,matched
"Petersen, H.",unknown,,not_found
"Messman, Carl Ludvig",unknown,,not_found
"Ancarkrona, Henric",unknown,,not_found
"Trapp, Gisela",female,1873,matched
"Andersson, Sven f.1838",unknown,,not_found
"Gottschalk, Albert",male,1866,matched
"Boklund, Isabella",unknown,,not_found
W. H Yorke,unknown,,not_found
"Ericson, Johan",male,1849,matched
"von Dardel, Fritz",male,1817,matched
Zoll Kilian Christoffer,unknown,,not_found
"Billing, Lars Theodor",unknown,,not_found
H.Percival,unknown,,not_found
"Reimers, Heinrich",male,1879,matched
"Aguéli, Ivan",male,1869,matched
"Eleonora Hennig, f. Lindström",unknown,,not_found
Lindberg Nils [?],unknown,,not_found
Nilsson Johannes,unknown,,not_found
Svensson Per,unknown,,not_found
Edvard Bergh,male,1829,matched
